Product Name,Price,Rating,Best Seller,Brand,Discount,Department,website
Decathlon Men's Running Shoes Jogflow 100.1 Black Grey,"EGP 1,799.00",4.4,0.0,Decathlon,0%,Shose,Jumia
Decathlon Men's Running Shoes Jogflow 100.1 Black Grey,"EGP 1,799.00",4.6,0.0,Decathlon,0%,Shose,Jumia
Decathlon Agility 100 HG Adult Firm Pitch Football Boots - Black/White,"EGP 1,799.00",4.2,0.0,Decathlon,0%,Shose,Jumia
Decathlon RUN ACTIVE GRIP MEN'S RUNNING SHOES - BLACK GREY,"EGP 2,899.00",4.2,0.0,Decathlon,0%,Shose,Jumia
Decathlon Run Active Men's Running Shoes - Khaki,"EGP 2,899.00",4.4,0.0,Decathlon,0%,Shose,Jumia
Decathlon JOGFLOW 500.1 Men's Running Shoes-White,"EGP 3,599.00",5.0,0.0,Decathlon,0%,Shose,Jumia
ADIDAS Advantage Base 2.0 Shoes - white,"EGP 3,458.00 - EGP 3,630.00",4.4,0.0,ADIDAS,25%,Shose,Jumia
ADIDAS LIT48 Advantage Base Tennis Shoes - Ftwr White,"EGP 2,450.00 - EGP 2,458.00",4.7,0.0,ADIDAS,47%,Shose,Jumia
Decathlon Men's Waterproof Mountain Walking Shoes - MH100 Mid - Black,"EGP 5,499.00",0.0,0.0,Decathlon,0%,Shose,Jumia
ADIDAS IF1402 Deportivo III Flexible Ground Boots,"EGP 1,927.00 - EGP 2,070.00",4.2,0.0,ADIDAS,29%,Shose,Jumia
ADIDAS VL Court Base Shoes - White,"EGP 3,156.00",4.0,0.0,ADIDAS,21%,Shose,Jumia
Decathlon Men's Mountain Hiking Shoes - MH100 - Grey,"EGP 3,799.00",4.6,0.0,Decathlon,0%,Shose,Jumia
ADIDAS Lite Racer 4.0 Shoes - core black,"EGP 2,840.00",4.3,0.0,ADIDAS,21%,Shose,Jumia
ADIDAS Breaknet 2.0 Shoes - White,"EGP 3,156.00",4.1,0.0,ADIDAS,21%,Shose,Jumia
Decathlon Men's Running Shoes JOGFLOW 500K.1 - Black,"EGP 3,999.00",0.0,0.0,Decathlon,0%,Shose,Jumia
Decathlon Kidsâ€™ Hiking Shoes With Rip-tab MH100 From Jr Size 7 To Adult Size 2 Blue & Pink,EGP 999.00,4.8,0.0,Decathlon,0%,Shose,Jumia
ADIDAS MDJ41 Running Galaxy Star Shoes- Grey,"EGP 3,004.00 - EGP 3,146.00",4.2,0.0,ADIDAS,45%,Shose,Jumia
ADIDAS LIT50 Grand Court Base 2.0 Tennis Shoes - Core Black,"EGP 3,550.00 - EGP 3,630.00",4.4,0.0,ADIDAS,23%,Shose,Jumia
ADIDAS MDJ41 Galaxy Star M Running Shoes - Grey,"EGP 3,136.00 - EGP 3,157.00",4.3,0.0,ADIDAS,43%,Shose,Jumia
ADIDAS LIT48 Advantage Base Tennis Shoes - Core Black,"EGP 2,467.00 - EGP 2,468.00",4.5,0.0,ADIDAS,46%,Shose,Jumia
EVA Men's Fashion Casual SPORT SHOES NAVY,EGP 325.00,5.0,0.0,Generic,50%,Shose,Jumia
ADIDAS LIT50 Grand Court Base 2.0 Tennis Shoes - Ftwr White,"EGP 3,630.00",4.4,0.0,ADIDAS,21%,Shose,Jumia
Blue Bird Sport Shoes B7t Boots Football Tartan Silver,EGP 359.00,3.5,0.0,Blue Bird,40%,Shose,Jumia
ADIDAS IH7970 Break Start Mid Shoes,"EGP 3,287.00 - EGP 3,302.00",4.6,0.0,ADIDAS,29%,Shose,Jumia
ADIDAS NKG81 Courtblock Tennis Shoes - Ftwr White,"EGP 3,156.00",5.0,0.0,ADIDAS,21%,Shose,Jumia
ADIDAS LZW99 Kaptir 3.0 Running Shoes - Core Black,"EGP 4,018.00",5.0,0.0,ADIDAS,46%,Shose,Jumia
ADIDAS LTC84 Football/Soccer Predator Accuracy.4 Indoor Sala Boots- Black,"EGP 2,131.00 - EGP 2,133.00",4.3,0.0,ADIDAS,44%,Shose,Jumia
Blue Bird B7T Men's Tartan Sneakers Blue,EGP 359.00,4.2,0.0,Blue Bird,40%,Shose,Jumia
ADIDAS LYS52 Kantana Tennis Shoes - Core Black,"EGP 4,018.00",4.4,0.0,ADIDAS,43%,Shose,Jumia
EVA Men's Fashion SPOTR SHOES BLACK,EGP 325.00,0.0,0.0,Generic,50%,Shose,Jumia
Anta X-Game Shoes For Men - Multi Color,"EGP 2,647.00 - EGP 4,069.00",5.0,0.0,Anta,35%,Shose,Jumia
ADIDAS Cloudfoam Comfy Shoes - grey five,"EGP 2,999.00",4.6,0.0,ADIDAS,0%,Shose,Jumia
ADIDAS Court Shoes - ftwr white,"EGP 2,835.00",4.3,0.0,ADIDAS,24%,Shose,Jumia
ADIDAS MCY03 Football/Soccer Deportivo Ii Flexible Ground Boots- Black,"EGP 1,536.00",4.4,0.0,ADIDAS,43%,Shose,Jumia
EVA Men's Fashion Casual SPORT SHOES GRAY,EGP 325.00,3.0,0.0,Generic,50%,Shose,Jumia
ADIDAS IF1400 Deportivo III Flexible Ground Boots,"EGP 2,068.00 - EGP 2,070.00",4.6,0.0,ADIDAS,23%,Shose,Jumia
Blue Bird Sport Shoes B7t Boots Football Tartan Black,EGP 359.00,3.1,0.0,Blue Bird,40%,Shose,Jumia
White- F.16,EGP 390.00,0.0,0.0,Generic,33%,Shose,Jumia
Diadora Brasil Elite For Adult - Black/Gold,"EGP 1,245.00",4.7,0.0,Diadora,50%,Shose,Jumia
(UR)Men's Fashion Casual BLACK,EGP 249.00,0.0,0.0,Generic,50%,Shose,Jumia
General Men's Running Shoes With Laces,EGP 700.00,0.0,0.0,General,0%,Shose,Jumia
General Men's Running Shoes With Laces,EGP 700.00,3.0,0.0,General,0%,Shose,Jumia
General Men's Running Shoes With Laces,EGP 700.00,4.5,0.0,General,0%,Shose,Jumia
Starter CasualEase Pro Men Sneakers - Beige,"EGP 1,113.00",5.0,0.0,Starter,30%,Shose,Jumia
Starter ActiveFusion Men Sneakers - Brown,"EGP 1,356.00",4.0,0.0,Starter,20%,Shose,Jumia
Starter ActiveFusion Men Sneakers - Navy,"EGP 1,356.00",4.9,0.0,Starter,20%,Shose,Jumia
Starter PowerStep Men Sneakers - Grey,"EGP 1,356.00",5.0,0.0,Starter,20%,Shose,Jumia
Starter PowerStep Men Sneakers - Black,"EGP 1,356.00",4.0,0.0,Starter,20%,Shose,Jumia
Starter PowerStep Men Sneakers - Navy,"EGP 1,356.00",3.2,0.0,Starter,20%,Shose,Jumia
Starter EliteSteps Men Sneakers - Navy,"EGP 1,113.00",4.4,0.0,Starter,30%,Shose,Jumia
General Men's Running Shoes With Laces,EGP 700.00,0.0,0.0,General,0%,Shose,Jumia
Starter EliteSteps Men Sneakers - Black,"EGP 1,113.00",3.5,0.0,Starter,30%,Shose,Jumia
ADIDAS Duramo SL Shoes,"EGP 3,300.00",0.0,0.0,ADIDAS,34%,Shose,Jumia
ADIDAS LRJ90 Court Revival Tennis Shoes - Core Black,"EGP 4,305.00",4.5,0.0,ADIDAS,43%,Shose,Jumia
ADIDAS VL Court 3.0 Shoes - White,"EGP 4,734.00",5.0,0.0,ADIDAS,21%,Shose,Jumia
ADIDAS MCY04 Deportivo Ii Fxg J Football/Soccer Shoes - Core Black,"EGP 1,291.00",4.7,0.0,ADIDAS,43%,Shose,Jumia
D.S Men's Fashion Casual GRAY,EGP 420.00,3.0,0.0,Generic,34%,Shose,Jumia
Nike Court Vision Mid Nn Shoes For Mens - Black/White-Black,"EGP 5,200.00",4.8,0.0,Nike,35%,Shose,Jumia
ADIDAS Lzq32 Running Footwear Shoes - White,"EGP 2,838.00",4.1,0.0,ADIDAS,35%,Shose,Jumia
ADIDAS IH5289 Zapatillas Break Start - Black,"EGP 2,117.00",4.6,0.0,ADIDAS,24%,Shose,Jumia
ADIDAS LZQ32 Duramo Sl M Running Shoes - Core Black,"EGP 3,300.00",4.4,0.0,ADIDAS,34%,Shose,Jumia
Anta Running Shoes For Men - Black,"EGP 2,302.00 - EGP 3,539.00",5.0,0.0,Anta,35%,Shose,Jumia
ADIDAS RUN 70s 2.0 Shoes - ftwr white,"EGP 3,921.00",5.0,0.0,ADIDAS,24%,Shose,Jumia
Anta Running Shoes For Men - Multi Color,"EGP 2,302.00 - EGP 3,539.00",4.5,0.0,Anta,35%,Shose,Jumia
Anta Running Shoes For Men - Black,"EGP 2,302.00 - EGP 3,539.00",0.0,0.0,Anta,35%,Shose,Jumia
كوتشي Royal_shoes-White,EGP 450.00,0.0,0.0,Generic,36%,Shose,Jumia
ALFA Men's Fashion Casual WHITE,EGP 480.00,5.0,0.0,Generic,37%,Shose,Jumia
ADIDAS Advantage 2.0 Shoes - ftwr white,"EGP 4,706.00",3.0,0.0,ADIDAS,22%,Shose,Jumia
ADIDAS MBC97 Football/Soccer Predator Accuracy.4 Indoor Sala Boots- White,"EGP 2,181.00",4.7,0.0,ADIDAS,43%,Shose,Jumia
ADIDAS Run 60s 3.0 Shoes - better scarlet,"EGP 2,980.00",0.0,0.0,ADIDAS,22%,Shose,Jumia
R-SHOES - NAVY,EGP 249.00,4.5,0.0,Generic,50%,Shose,Jumia
Reebok Court Retro Shoes-Low - White,"EGP 2,760.00 - EGP 2,829.00",0.0,0.0,Reebok,46%,Shose,Jumia
Anta X-Game Shoes For Men - White,"EGP 3,169.00",0.0,0.0,Anta,0%,Shose,Jumia
ADIDAS LZW99 Kaptir 3.0 Running Shoes - Core Black,"EGP 4,018.00 - EGP 4,620.00",3.7,0.0,ADIDAS,43%,Shose,Jumia
Nike Air Max Sc Shoes For Mens - Black/Black-Black,"EGP 4,725.00 - EGP 5,851.00",4.7,0.0,Nike,48%,Shose,Jumia
ADIDAS Grand Court 2.0 Shoes - preloved green,"EGP 5,098.00",5.0,0.0,ADIDAS,32%,Shose,Jumia
Anta Running Shoes For Men - White,"EGP 2,302.00 - EGP 3,539.00",5.0,0.0,Anta,35%,Shose,Jumia
Nike Promina Shoes For Mens - Ltpumiceanthracite-Dkstucco-Summitwh,"EGP 4,550.00",4.3,0.0,Nike,35%,Shose,Jumia
Skechers Go Run Elevate Shoes - Charcoal Blue,"EGP 3,784.50 - EGP 7,569.00",5.0,0.0,Skechers,50%,Shose,Jumia
ADIDAS Crazychaos 2000 Shoes - core white,"EGP 4,706.00",3.8,0.0,ADIDAS,22%,Shose,Jumia
Nike Quest 5 Running Shoes For Men,"EGP 2,407.00",0.0,0.0,Nike,72%,Shose,Jumia
Donga smart casual,EGP 700.00,2.7,0.0,Donga,22%,Shose,Jumia
Men's Casual Easy Wear Shoes - Dark Blue,EGP 249.00,5.0,0.0,Generic,45%,Shose,Jumia
NADO Casual Leather Slip-on Shoes For Men,EGP 420.00,3.3,0.0,Generic,40%,Shose,Jumia
D.S Men's Fashion Casual WHITE,EGP 420.00,3.5,0.0,Generic,34%,Shose,Jumia
Coach Roma - White_on_Blue,EGP 405.00,5.0,0.0,Generic,42%,Shose,Jumia
Blue Brid Sports Shoes SE Synthetic Turf,EGP 359.00,4.3,0.0,Blue Brid,40%,Shose,Jumia
Nike Court Royale 2 Shoes For Mens - White/Dk Teal Green,"EGP 4,550.00",3.8,0.0,Nike,35%,Shose,Jumia
ADIDAS LYW61 Football/Soccer Copa Pure.4 Flexible Ground Boots- White,"EGP 1,967.00 - EGP 2,009.00",4.9,0.0,ADIDAS,44%,Shose,Jumia
Reebok Court Advance Shoes-Low - White,"EGP 3,640.00 - EGP 3,765.00",5.0,0.0,Reebok,32%,Shose,Jumia
Decathlon PW 100 Men's Fitness Walking Shoes - Grey,"EGP 1,199.00",4.6,0.0,Decathlon,0%,Shose,Jumia
R-SHOES - BLACK,EGP 249.00,4.3,0.0,Generic,50%,Shose,Jumia
General Men's Running Shoes With Laces,EGP 700.00,0.0,0.0,General,0%,Shose,Jumia
Starter Viva Women Sneaker - Black,"EGP 1,590.00",0.0,0.0,Starter,0%,Shose,Jumia
Starter Axion X Men Sneaker -Navy,"EGP 1,990.00",0.0,0.0,Starter,0%,Shose,Jumia
General Men's Running Shoes With Laces,EGP 700.00,0.0,0.0,General,0%,Shose,Jumia
Starter Axion X Men Sneaker -White/Grey,"EGP 1,990.00",0.0,0.0,Starter,0%,Shose,Jumia
Starter Viva Women Sneaker - Beige,"EGP 1,590.00",0.0,0.0,Starter,0%,Shose,Jumia
Starter Urban Flex Men Sneakers - D.Grey,"EGP 1,186.50",3.0,0.0,Starter,30%,Shose,Jumia
Starter Liora Women Sneaker - Pink,"EGP 1,590.00",0.0,0.0,Starter,0%,Shose,Jumia
Starter Liora Women Sneaker - Purple,"EGP 1,590.00",0.0,0.0,Starter,0%,Shose,Jumia
Starter Liora Women Sneaker - Turquoise,"EGP 1,590.00",0.0,0.0,Starter,0%,Shose,Jumia
Starter Urban Flex Men Sneakers - Navy,"EGP 1,186.50",0.0,0.0,Starter,30%,Shose,Jumia
Starter UltraVelocity Men Running Sneakers - White,"EGP 1,186.50",4.3,0.0,Starter,30%,Shose,Jumia
ADIDAS Lit48 Tennis Footwear Shoes - White,"EGP 2,652.00",5.0,0.0,ADIDAS,42%,Shose,Jumia
Classic Men's Leather Shoes,EGP 425.00,5.0,0.0,Generic,23%,Shose,Jumia
Coach Roma- White_on_Black,EGP 405.00,1.0,0.0,Generic,42%,Shose,Jumia
Anta Running Shoes For Men - Black,"EGP 2,302.00 - EGP 3,539.00",4.0,0.0,Anta,35%,Shose,Jumia
Activ Practical Lace Closure Leather Casual Shoes - Kaki,"EGP 1,999.00",0.0,0.0,Activ,50%,Shose,Jumia
"Men's Casual Shoelace Shoes With High Heel ,Distinctive Natural Leather, In An Elegant Black Color, With A Non-slip Rubber Sole",EGP 800.00,3.7,0.0,Generic,24%,Shose,Jumia
Classic Men's Genuine Leather Shoes - Perfect For Formal Occasions,EGP 689.99,4.4,0.0,Generic,27%,Shose,Jumia
Coach Roma- White On Green,EGP 405.00,0.0,0.0,Generic,42%,Shose,Jumia
كوتشي N9 - Gray,EGP 405.00,4.0,0.0,Generic,42%,Shose,Jumia
Donga Smart Casual,EGP 700.00,5.0,0.0,Generic,22%,Shose,Jumia
Coach Roma- Black,EGP 405.00,2.0,0.0,Generic,42%,Shose,Jumia
NADO Casual Leather Slip-on Shoes For Men,EGP 420.00,3.7,0.0,Generic,40%,Shose,Jumia
Activ Slip On Round Toecap Shoes - Ash Grey,"EGP 1,799.00",0.0,0.0,Activ,55%,Shose,Jumia
Prado  Shoes - Gray,EGP 425.00,0.0,0.0,Generic,35%,Shose,Jumia
Diadora GoalPulse Football Shoes - Black,"EGP 1,743.00",4.7,0.0,Diadora,30%,Shose,Jumia
Black- F.16,EGP 390.00,0.0,0.0,Generic,33%,Shose,Jumia
Blue Bird Sport Shoes B7s Boots Football Stars Black,EGP 359.00,4.0,0.0,Blue Bird,40%,Shose,Jumia
Silver Shoes Super Light Black Men Summer Shoes 100% Genuine Leather,EGP 675.00,4.5,0.0,Silver Shoes,0%,Shose,Jumia
Silver Shoes Super Light Brown Men Summer Shoes 100% Genuine Leather,EGP 675.00,3.9,0.0,Silver Shoes,0%,Shose,Jumia
ADIDAS GTI69 Strutter Training Shoes - Core Black,"EGP 3,348.00",4.4,0.0,ADIDAS,33%,Shose,Jumia
ADIDAS Crazychaos 2000 Shoes - Multi Color,"EGP 4,510.00",5.0,0.0,ADIDAS,22%,Shose,Jumia
Starter UltraVelocity Men Running Sneakers - Black,"EGP 1,186.50",4.8,0.0,Starter,30%,Shose,Jumia
ADIDAS Supernova Running Shoes / HQ1806,"EGP 5,259.00",5.0,0.0,ADIDAS,30%,Shose,Jumia
Diadora Passo 11451  Men  Running Shoe Men - LGrey,"EGP 1,813.00",4.5,0.0,Diadora,30%,Shose,Jumia
ADIDAS Crazychaos 2000 Shoes - off white,"EGP 4,706.00",5.0,0.0,ADIDAS,22%,Shose,Jumia
Blue Bird Sport Shoes B7s Boots Football Stars Silver,EGP 359.00,3.0,0.0,Blue Bird,40%,Shose,Jumia
ADIDAS LRJ90 Court Revival Tennis Shoes - Ftwr White,"EGP 4,305.00",3.9,0.0,ADIDAS,43%,Shose,Jumia
White-Grey- F.16,EGP 351.00,0.0,0.0,Generic,39%,Shose,Jumia
ADIDAS Crazychaos 2000 Shoes - ftwr white,"EGP 4,706.00",5.0,0.0,ADIDAS,22%,Shose,Jumia
Men's Casual Easy Wear Shoes - Black,EGP 275.00,2.3,0.0,Generic,39%,Shose,Jumia
Anta X-Game Shoes For Men - White,"EGP 2,647.00 - EGP 4,069.00",4.0,0.0,Anta,35%,Shose,Jumia
Umbro Toccare Iv Tf Men Football Footwear - Tw Royal / White,"EGP 2,450.00",5.0,0.0,Umbro,11%,Shose,Jumia
ADIDAS Grand Court 2.0 Shoes - ftwr white,"EGP 4,510.00",4.0,0.0,ADIDAS,22%,Shose,Jumia
Comfortable  Lace-up Casual Shoe,EGP 650.00,0.0,0.0,Generic,48%,Shose,Jumia
كوتشيroyal_shoes-Black,EGP 450.00,0.0,0.0,Generic,36%,Shose,Jumia
ADIDAS Run 80s Shoes - grey three,"EGP 4,510.00",5.0,0.0,ADIDAS,22%,Shose,Jumia
Nike Air Monarch Iv Sneakers,"EGP 3,413.00",0.0,0.0,Nike,47%,Shose,Jumia
ADIDAS Grand Court 2.0 Shoes - ftwr white,"EGP 4,510.00",4.5,0.0,ADIDAS,22%,Shose,Jumia
Anta Running Shoes For Men - Multi Color,"EGP 2,302.00 - EGP 3,539.00",5.0,0.0,Anta,35%,Shose,Jumia
Nike Downshifter 13 Shoes For Mens - Midnight Navy/Pure Platinum-Black-White,"EGP 3,901.00",5.0,0.0,Nike,35%,Shose,Jumia
Starter ActiveFusion Men Sneakers - Brown,"EGP 1,356.00",4.0,0.0,Starter,20%,Shose,Jumia
Starter ActiveFusion Men Sneakers - Navy,"EGP 1,356.00",4.9,0.0,Starter,20%,Shose,Jumia
Starter PowerStep Men Sneakers - Grey,"EGP 1,356.00",5.0,0.0,Starter,20%,Shose,Jumia
Starter PowerStep Men Sneakers - Black,"EGP 1,356.00",4.0,0.0,Starter,20%,Shose,Jumia
Starter PowerStep Men Sneakers - Navy,"EGP 1,356.00",3.2,0.0,Starter,20%,Shose,Jumia
Starter EliteSteps Men Sneakers - Navy,"EGP 1,113.00",4.4,0.0,Starter,30%,Shose,Jumia
General Men's Running Shoes With Laces,EGP 700.00,0.0,0.0,General,0%,Shose,Jumia
Starter EliteSteps Men Sneakers - Black,"EGP 1,113.00",3.5,0.0,Starter,30%,Shose,Jumia
Starter Liora Women Sneaker - Wht/Gry,"EGP 1,590.00",0.0,0.0,Starter,0%,Shose,Jumia
General Men's Running Shoes With Laces,EGP 700.00,5.0,0.0,General,0%,Shose,Jumia
Starter Viva Women Sneaker - Wht/Yelow/Purpl,"EGP 1,590.00",0.0,0.0,Starter,0%,Shose,Jumia
General Men's Running Shoes With Laces,EGP 700.00,4.0,0.0,General,0%,Shose,Jumia
Anta Casual Shoes For Men - Black,"EGP 2,647.00",5.0,0.0,Anta,35%,Shose,Jumia
Blue Brid Sports Shoes RE Synthetic Turf,EGP 359.00,4.3,0.0,Blue Brid,40%,Shose,Jumia
Nado Casual Leather Slip-on Shoes For Men,EGP 410.00,4.1,0.0,Generic,43%,Shose,Jumia
D.S Men's Fashion Casual NAVY,EGP 420.00,0.0,0.0,Generic,34%,Shose,Jumia
Nike Downshifter 13 Shoes For Mens - Anthracite/Black-Wolf Grey,"EGP 3,901.00",5.0,0.0,Nike,35%,Shose,Jumia
ADIDAS GW9251 Grand Court TD Lifestyle Court Casual Shoes,"EGP 3,287.00 - EGP 3,548.00",5.0,0.0,ADIDAS,29%,Shose,Jumia
Leather Slip On Casual Shoes For Men,EGP 435.00,4.5,0.0,Generic,49%,Shose,Jumia
Anta X-Game Shoes For Men - Multi Color,"EGP 3,165.00",0.0,0.0,Anta,11%,Shose,Jumia
Donga Casual Leather Shoe,EGP 700.00,3.0,0.0,Donga,22%,Shose,Jumia
Silver Shoes Super Light Mastic Men Summer Shoes 100% Genuine Leather,EGP 675.00,4.4,0.0,Silver Shoes,0%,Shose,Jumia
Anta Running Shoes For Men - Multi Color,"EGP 2,647.00 - EGP 4,069.00",0.0,0.0,Anta,35%,Shose,Jumia
Supreme Comfort Formal Shoes - Black,EGP 745.00,0.0,0.0,Generic,17%,Shose,Jumia
Silver Shoes Super Light White Men Summer Shoes 100% Genuine Leather,EGP 675.00,3.8,0.0,Silver Shoes,0%,Shose,Jumia
White- Beige - F.16,EGP 390.00,0.0,0.0,Generic,33%,Shose,Jumia
Diadora GoalPulse Football Shoes - Blue,"EGP 1,743.00",5.0,0.0,Diadora,30%,Shose,Jumia
ADIDAS IG6412 Copa Pure 2 Club Flexible Ground Boots Kids - White,"EGP 1,960.00",4.3,0.0,ADIDAS,30%,Shose,Jumia
Silver Shoes Men Formal Brown Shoes,EGP 800.00 - EGP 850.00,4.2,0.0,Silver Shoes,0%,Shose,Jumia
Anta Casual Shoes For Men - White,"EGP 2,647.00",5.0,0.0,Anta,35%,Shose,Jumia
كوتشي N9 - Black,EGP 405.00,0.0,0.0,Generic,42%,Shose,Jumia
ADIDAS GRAND COURT 2.0 SHOES - ftwr white,"EGP 4,706.00",5.0,0.0,ADIDAS,22%,Shose,Jumia
Nike Mercurial Superfly 9 Club Football DJ5963-700,"EGP 3,375.00",0.0,0.0,Nike,50%,Shose,Jumia
Air Walk Round Toecap Multi Pattern Hockey Shoes - Yellow & Black,EGP 525.00,3.5,0.0,Air Walk,47%,Shose,Jumia
Anta Casual Shoes For Men - Multi Color,"EGP 2,302.00",3.0,0.0,Anta,35%,Shose,Jumia
ADIDAS MBC98 Football/Soccer Predator Accuracy.3 Indoor Boots- White,"EGP 4,095.00 - EGP 4,100.00",0.0,0.0,ADIDAS,44%,Shose,Jumia
"Air Walk Round Toecap Multi Pattern Hockey Shoes - White, Deep Sky Blue & Black",EGP 525.00,0.0,0.0,Air Walk,47%,Shose,Jumia
Anta Cross-Training Shoes For Men - L.Grey/Black/Grey,"EGP 3,122.00",0.0,0.0,Anta,35%,Shose,Jumia
Coach Roma- Gray,EGP 405.00,0.0,0.0,Generic,42%,Shose,Jumia
كوتشي Royal_shoes-Gray,EGP 450.00,0.0,0.0,Generic,36%,Shose,Jumia
High Quality Men's Shoes - Lace-Up Classic Elegant Shoes Made Of Natural Leather With Non-slip Rubber Sole - Brown,EGP 780.00,0.0,0.0,Generic,22%,Shose,Jumia
Umbro Toccare Iv Tf Men Football Footwear - Safety Yellow / Black,"EGP 2,450.00",5.0,0.0,Umbro,11%,Shose,Jumia
ADIDAS VL Court Base Shoes - Black,"EGP 3,156.00",0.0,0.0,ADIDAS,21%,Shose,Jumia
Anta Running Shoes For Men - Multi Color,"EGP 2,888.00",5.0,0.0,Anta,35%,Shose,Jumia
Silver Shoes Men Casual Medical Mastic Shoes Made Of Genuine Leather,EGP 775.00,0.0,0.0,Silver Shoes,0%,Shose,Jumia
Classic Men's Leather Shoes,EGP 590.00,0.0,0.0,Generic,31%,Shose,Jumia
R-SHOES - HAVAN,EGP 249.00,4.4,0.0,Generic,50%,Shose,Jumia
ALFA Men's Fashion Casual BLACK,EGP 480.00,0.0,0.0,Generic,37%,Shose,Jumia
Nike Court Vintage Shoes For Mens - White/Black-Total Orange,"EGP 4,713.00",4.7,0.0,Nike,35%,Shose,Jumia
Reebok Court Advance Shoes-Low - Black,"EGP 3,640.00 - EGP 3,731.00",5.0,0.0,Reebok,32%,Shose,Jumia
ADIDAS Kantana Shoes - ftwr white,"EGP 4,687.00",5.0,0.0,ADIDAS,33%,Shose,Jumia
Reebok Jogger Lite Shoes-Low - Navy Blue,"EGP 2,760.00 - EGP 2,829.00",5.0,0.0,Reebok,46%,Shose,Jumia
General Men's Running Shoes With Laces,EGP 700.00,0.0,0.0,General,0%,Shose,Jumia
General Men's Running Shoes With Laces,EGP 700.00,3.0,0.0,General,0%,Shose,Jumia
General Men's Running Shoes With Laces,EGP 700.00,4.5,0.0,General,0%,Shose,Jumia
Starter CasualEase Pro Men Sneakers - Beige,"EGP 1,113.00",5.0,0.0,Starter,30%,Shose,Jumia
Starter ActiveFusion Men Sneakers - Brown,"EGP 1,356.00",4.0,0.0,Starter,20%,Shose,Jumia
Starter ActiveFusion Men Sneakers - Navy,"EGP 1,356.00",4.9,0.0,Starter,20%,Shose,Jumia
Starter PowerStep Men Sneakers - Grey,"EGP 1,356.00",5.0,0.0,Starter,20%,Shose,Jumia
Starter PowerStep Men Sneakers - Black,"EGP 1,356.00",4.0,0.0,Starter,20%,Shose,Jumia
Starter PowerStep Men Sneakers - Navy,"EGP 1,356.00",3.2,0.0,Starter,20%,Shose,Jumia
Starter EliteSteps Men Sneakers - Navy,"EGP 1,113.00",4.4,0.0,Starter,30%,Shose,Jumia
General Men's Running Shoes With Laces,EGP 700.00,0.0,0.0,General,0%,Shose,Jumia
Starter EliteSteps Men Sneakers - Black,"EGP 1,113.00",3.5,0.0,Starter,30%,Shose,Jumia
Anta X-Game Shoes For Men - White/Black,"EGP 2,302.00 - EGP 3,539.00",0.0,0.0,Anta,35%,Shose,Jumia
General Men's Running Shoes With Laces,EGP 700.00,4.5,0.0,General,0%,Shose,Jumia
Easy-to-wear Casual Shoe,EGP 650.00,0.0,0.0,Generic,32%,Shose,Jumia
ADIDAS Response Runner Shoes  ID7336,"EGP 3,299.00",4.5,0.0,ADIDAS,0%,Shose,Jumia
nixt Mens Genuine Leather Slip On Shoes,"EGP 1,195.00",4.2,0.0,nixt,23%,Shose,Jumia
ADIDAS MDQ97 Running Switch Run Running Shoes- White,"EGP 3,245.00",4.6,0.0,ADIDAS,44%,Shose,Jumia
Men's Leather Slip On Shoes,EGP 975.00,0.0,0.0,Generic,30%,Shose,Jumia
Men's Natural Leather Casual Shoes,"EGP 1,050.00",0.0,0.0,Kabo,25%,Shose,Jumia
ADIDAS LYQ86 Football/Soccer Top Sala Competition Indoor Boots- Black,"EGP 3,227.00 - EGP 3,237.00",4.6,0.0,ADIDAS,44%,Shose,Jumia
Anta X-Game Shoes For Men - White/Green,"EGP 2,302.00 - EGP 3,539.00",0.0,0.0,Anta,35%,Shose,Jumia
Starter UltraVelocity Men Running Sneakers - White,"EGP 1,186.50",4.3,0.0,Starter,30%,Shose,Jumia
Classic Men's Leather Shoes,EGP 590.00,0.0,0.0,Generic,31%,Shose,Jumia
ADIDAS Rapidmove Trainer Sneakers,"EGP 4,232.00",0.0,0.0,ADIDAS,44%,Shose,Jumia
Blue Brid Sports Shoes SE Synthetic Turf,EGP 359.00,3.8,0.0,Blue Brid,40%,Shose,Jumia
Anta Running Shoes For Men - Multi Color,"EGP 3,122.00",5.0,0.0,Anta,35%,Shose,Jumia
"Mens Beach Shoes Quick Dry Beach Shoes Water Swimming Shoes Flat ,Black",EGP 450.00,3.0,0.0,Generic,0%,Shose,Jumia
Skechers Equalizer 5.0 Shoes - Gray Navy,"EGP 4,923.00",0.0,0.0,Skechers,35%,Shose,Jumia
Men's Leather Slip On Shoes,EGP 920.00,5.0,0.0,Generic,34%,Shose,Jumia
Classic Men's Leather Shoes.,EGP 445.00,4.0,0.0,Generic,19%,Shose,Jumia
Natural Leather Classic  Shoes - Black,"EGP 1,449.00 - EGP 1,850.00",4.5,0.0,Generic,22%,Shose,Jumia
Decathlon Men's Hiking Sandals - NH50,EGP 999.00,4.2,0.0,Decathlon,0%,Shose,Jumia
ADIDAS Women • Sportswear Edge Lux Shoes  Gz6738,"EGP 3,649.00",0.0,0.0,ADIDAS,50%,Shose,Jumia
R-SHOES - WHITE,EGP 249.00,4.0,0.0,Generic,50%,Shose,Jumia
